menu_item_id,restaurant_id,item_name,cuisine,veg_nonveg,price,is_available
3341,389,Veg Burger,Fast Food,Veg,350,Yes
3342,389,Pani Puri,Street Food,Veg,250,Yes
3343,389,Litti Chokha,North Indian,Veg,200,No
3344,389,Mutton Rogan Josh,Mughlai,Non-Veg,180,Yes
3345,389,Hakka Noodles,Chinese,Veg,250,Yes
3346,389,Masala Dosa,South Indian,Veg,400,Yes
3347,390,Paneer Tikka,North Indian,Veg,350,Yes
3348,390,Hyderabadi Biryani,Hyderabadi,Non-Veg,100,Yes
3349,390,Margherita Pizza,Italian,Veg,200,Yes
3350,390,Rasmalai,Desserts,Veg,300,Yes
3351,390,Hakka Noodles,Chinese,Veg,220,No
3352,390,Fish Curry,Seafood,Non-Veg,100,Yes
3353,390,Fish Moilee,Kerala,Non-Veg,220,No
3354,390,Gulab Jamun,Desserts,Veg,180,Yes
3355,391,Margherita Pizza,Italian,Veg,100,Yes
3356,391,Fish Curry,Seafood,Non-Veg,220,Yes
3357,391,Thali,South Indian,Veg,200,No
3358,391,Rajma Rice,North Indian,Veg,80,Yes
3359,391,Chicken Pizza,Italian,Non-Veg,350,Yes
3360,391,Hakka Noodles,Chinese,Veg,500,No
3361,391,Pav Bhaji,Street Food,Veg,150,Yes
3362,391,Chicken Biryani,Biryani,Non-Veg,150,Yes
3363,391,Prawn Masala,Seafood,Non-Veg,280,Yes
3364,391,Vada Pav,Street Food,Veg,350,No
3365,391,Chicken Manchurian,Chinese,Non-Veg,150,Yes
3366,392,Rajma Rice,North Indian,Veg,500,Yes
3367,392,Paneer Tikka,North Indian,Veg,220,Yes
3368,392,Masala Dosa,South Indian,Veg,450,Yes
3369,392,Pav Bhaji,Street Food,Veg,150,No
3370,392,Fish Curry,Seafood,Non-Veg,400,No
3371,393,Appam Stew,Kerala,Veg,450,Yes
3372,393,Dal Makhani,North Indian,Veg,500,No
3373,393,Butter Chicken,North Indian,Non-Veg,100,Yes
3374,393,Veg Burger,Fast Food,Veg,180,No
3375,393,Chole Bhature,North Indian,Veg,350,Yes
3376,393,Veg Biryani,Biryani,Veg,80,Yes
3377,393,Margherita Pizza,Italian,Veg,120,Yes
3378,393,Chicken Manchurian,Chinese,Non-Veg,350,Yes
3379,393,Prawn Masala,Seafood,Non-Veg,120,Yes
3380,393,Paratha,North Indian,Veg,500,Yes
3381,393,Hyderabadi Biryani,Hyderabadi,Non-Veg,200,Yes
3382,393,Gulab Jamun,Desserts,Veg,80,Yes
3383,394,Mutton Rogan Josh,Mughlai,Non-Veg,280,Yes
3384,394,Gulab Jamun,Desserts,Veg,300,No
3385,394,Paneer Tikka,North Indian,Veg,220,No
3386,394,Fish Curry,Seafood,Non-Veg,150,No
3387,394,Rajma Rice,North Indian,Veg,120,Yes
3388,394,Appam Stew,Kerala,Veg,220,Yes
3389,394,Litti Chokha,North Indian,Veg,220,Yes
3390,394,Veg Burger,Fast Food,Veg,80,Yes
3391,394,Thali,South Indian,Veg,450,Yes
3392,394,Paratha,North Indian,Veg,150,Yes
3393,395,Butter Chicken,North Indian,Non-Veg,200,Yes
3394,395,Gulab Jamun,Desserts,Veg,300,Yes
3395,395,Chicken Biryani,Biryani,Non-Veg,300,Yes
3396,395,Mutton Rogan Josh,Mughlai,Non-Veg,80,No
3397,395,Dal Makhani,North Indian,Veg,400,Yes
3398,396,Hakka Noodles,Chinese,Veg,180,No
3399,396,Gulab Jamun,Desserts,Veg,450,No
3400,396,Thali,South Indian,Veg,120,No
3401,396,Chicken Burger,Fast Food,Non-Veg,400,Yes
3402,396,Chicken Pizza,Italian,Non-Veg,200,Yes
3403,396,Vada Pav,Street Food,Veg,280,No
3404,397,Masala Dosa,South Indian,Veg,220,Yes
3405,397,Vada Pav,Street Food,Veg,80,Yes
3406,397,Pani Puri,Street Food,Veg,120,Yes
3407,397,Hakka Noodles,Chinese,Veg,80,Yes
3408,397,Hyderabadi Biryani,Hyderabadi,Non-Veg,150,Yes
3409,397,Thali,South Indian,Veg,80,Yes
3410,397,Chicken Burger,Fast Food,Non-Veg,220,No
3411,398,Litti Chokha,North Indian,Veg,100,Yes
3412,398,Pani Puri,Street Food,Veg,450,Yes
3413,398,Veg Biryani,Biryani,Veg,200,Yes
3414,398,Idli Sambar,South Indian,Veg,220,No
3415,398,Pav Bhaji,Street Food,Veg,220,Yes
3416,398,Chicken Biryani,Biryani,Non-Veg,400,Yes
3417,398,Veg Burger,Fast Food,Veg,500,Yes
3418,398,Appam Stew,Kerala,Veg,150,Yes
3419,398,Fish Curry,Seafood,Non-Veg,250,Yes
3420,398,Gulab Jamun,Desserts,Veg,450,Yes
3421,398,Paneer Tikka,North Indian,Veg,250,Yes
3422,398,Chicken Tikka,Mughlai,Non-Veg,300,No
3423,399,Chicken Pizza,Italian,Non-Veg,500,Yes
3424,399,Chicken Biryani,Biryani,Non-Veg,180,Yes
3425,399,Vada Pav,Street Food,Veg,120,Yes
3426,399,Masala Dosa,South Indian,Veg,120,Yes
3427,399,Chicken Manchurian,Chinese,Non-Veg,450,Yes
3428,399,Margherita Pizza,Italian,Veg,400,Yes
3429,399,Rasmalai,Desserts,Veg,180,No
3430,399,Litti Chokha,North Indian,Veg,150,Yes
3431,400,Litti Chokha,North Indian,Veg,150,Yes
3432,400,Hakka Noodles,Chinese,Veg,500,Yes
3433,400,Dal Makhani,North Indian,Veg,280,Yes
3434,400,Thali,South Indian,Veg,400,Yes
3435,400,Chicken Biryani,Biryani,Non-Veg,220,No
3436,400,Mutton Rogan Josh,Mughlai,Non-Veg,350,Yes
3437,400,Pav Bhaji,Street Food,Veg,180,Yes
3438,400,Paneer Tikka,North Indian,Veg,300,Yes
3439,401,Butter Chicken,North Indian,Non-Veg,500,Yes
3440,401,Margherita Pizza,Italian,Veg,400,Yes
3441,401,Chicken Biryani,Biryani,Non-Veg,500,No
3442,401,Pani Puri,Street Food,Veg,350,Yes
3443,401,Chicken Tikka,Mughlai,Non-Veg,180,No
3444,401,Hakka Noodles,Chinese,Veg,220,Yes
3445,401,Litti Chokha,North Indian,Veg,180,Yes
3446,401,Fish Curry,Seafood,Non-Veg,80,Yes
3447,401,Gulab Jamun,Desserts,Veg,180,Yes
3448,401,Veg Biryani,Biryani,Veg,180,Yes
3449,401,Chicken Burger,Fast Food,Non-Veg,150,Yes
3450,402,Veg Biryani,Biryani,Veg,180,Yes
3451,402,Litti Chokha,North Indian,Veg,200,Yes
3452,402,Thali,South Indian,Veg,400,Yes
3453,402,Prawn Masala,Seafood,Non-Veg,120,Yes
3454,402,Chicken Burger,Fast Food,Non-Veg,350,Yes
3455,402,Pani Puri,Street Food,Veg,250,Yes
3456,403,Mutton Rogan Josh,Mughlai,Non-Veg,450,Yes
3457,403,Hakka Noodles,Chinese,Veg,450,No
3458,403,Paneer Tikka,North Indian,Veg,250,Yes
3459,403,Fish Curry,Seafood,Non-Veg,180,No
3460,403,Pav Bhaji,Street Food,Veg,280,Yes
3461,403,Chicken Pizza,Italian,Non-Veg,100,Yes
3462,403,Butter Chicken,North Indian,Non-Veg,150,Yes
3463,403,Gulab Jamun,Desserts,Veg,180,Yes
3464,403,Chicken Tikka,Mughlai,Non-Veg,450,No
3465,404,Vada Pav,Street Food,Veg,300,Yes
3466,404,Chicken Manchurian,Chinese,Non-Veg,450,Yes
3467,404,Masala Dosa,South Indian,Veg,250,Yes
3468,404,Hyderabadi Biryani,Hyderabadi,Non-Veg,80,Yes
3469,404,Litti Chokha,North Indian,Veg,150,No
3470,404,Hakka Noodles,Chinese,Veg,180,Yes
3471,404,Pani Puri,Street Food,Veg,300,No
3472,404,Veg Burger,Fast Food,Veg,80,Yes
3473,404,Thali,South Indian,Veg,150,Yes
3474,405,Margherita Pizza,Italian,Veg,180,Yes
3475,405,Rajma Rice,North Indian,Veg,80,No
3476,405,Rasmalai,Desserts,Veg,80,Yes
3477,405,Mutton Rogan Josh,Mughlai,Non-Veg,120,No
3478,405,Chicken Biryani,Biryani,Non-Veg,450,No
3479,405,Idli Sambar,South Indian,Veg,200,Yes
3480,405,Chicken Burger,Fast Food,Non-Veg,100,Yes
3481,405,Pani Puri,Street Food,Veg,200,No
3482,406,Dal Makhani,North Indian,Veg,180,No
3483,406,Chicken Biryani,Biryani,Non-Veg,450,Yes
3484,406,Veg Burger,Fast Food,Veg,120,Yes
3485,406,Fish Moilee,Kerala,Non-Veg,150,No
3486,406,Paneer Tikka,North Indian,Veg,80,No
3487,406,Thali,South Indian,Veg,180,Yes
3488,406,Butter Chicken,North Indian,Non-Veg,80,Yes
3489,406,Prawn Masala,Seafood,Non-Veg,250,Yes
3490,406,Rasmalai,Desserts,Veg,280,No
3491,406,Margherita Pizza,Italian,Veg,250,Yes
3492,406,Vada Pav,Street Food,Veg,280,No
3493,407,Fish Curry,Seafood,Non-Veg,450,Yes
3494,407,Chicken Tikka,Mughlai,Non-Veg,80,Yes
3495,407,Pani Puri,Street Food,Veg,250,No
3496,407,Chicken Biryani,Biryani,Non-Veg,80,Yes
3497,407,Hakka Noodles,Chinese,Veg,250,No
3498,407,Butter Chicken,North Indian,Non-Veg,450,Yes
3499,407,Chicken Burger,Fast Food,Non-Veg,350,No
3500,407,Dal Makhani,North Indian,Veg,200,Yes
3501,407,Margherita Pizza,Italian,Veg,300,Yes
3502,408,Fish Moilee,Kerala,Non-Veg,100,No
3503,408,Paneer Tikka,North Indian,Veg,500,Yes
3504,408,Hakka Noodles,Chinese,Veg,80,Yes
3505,408,Fish Curry,Seafood,Non-Veg,300,Yes
3506,408,Veg Biryani,Biryani,Veg,120,Yes
3507,408,Appam Stew,Kerala,Veg,180,Yes
3508,408,Chicken Biryani,Biryani,Non-Veg,180,Yes
3509,408,Litti Chokha,North Indian,Veg,450,Yes
3510,409,Litti Chokha,North Indian,Veg,180,No
3511,409,Gulab Jamun,Desserts,Veg,400,Yes
3512,409,Chicken Pizza,Italian,Non-Veg,200,Yes
3513,409,Hakka Noodles,Chinese,Veg,150,Yes
3514,409,Chicken Tikka,Mughlai,Non-Veg,250,Yes
3515,409,Dal Makhani,North Indian,Veg,500,Yes
3516,409,Hyderabadi Biryani,Hyderabadi,Non-Veg,400,Yes
3517,409,Rajma Rice,North Indian,Veg,200,Yes
3518,409,Veg Burger,Fast Food,Veg,80,Yes
3519,409,Fish Curry,Seafood,Non-Veg,180,Yes
3520,410,Chicken Burger,Fast Food,Non-Veg,150,Yes
3521,410,Margherita Pizza,Italian,Veg,250,Yes
3522,410,Pav Bhaji,Street Food,Veg,300,Yes
3523,410,Chole Bhature,North Indian,Veg,450,No
3524,410,Rajma Rice,North Indian,Veg,400,Yes
3525,410,Thali,South Indian,Veg,180,No
3526,410,Paratha,North Indian,Veg,400,Yes
3527,410,Veg Biryani,Biryani,Veg,150,Yes
3528,410,Rasmalai,Desserts,Veg,500,No
3529,410,Chicken Manchurian,Chinese,Non-Veg,500,Yes
3530,410,Hakka Noodles,Chinese,Veg,350,Yes
3531,411,Litti Chokha,North Indian,Veg,350,Yes
3532,411,Chicken Manchurian,Chinese,Non-Veg,180,Yes
3533,411,Veg Burger,Fast Food,Veg,150,Yes
3534,411,Appam Stew,Kerala,Veg,300,Yes
3535,411,Margherita Pizza,Italian,Veg,450,Yes
3536,411,Prawn Masala,Seafood,Non-Veg,450,No
3537,411,Hakka Noodles,Chinese,Veg,300,No
3538,412,Pani Puri,Street Food,Veg,250,Yes
3539,412,Paneer Tikka,North Indian,Veg,100,Yes
3540,412,Chicken Pizza,Italian,Non-Veg,220,Yes
3541,412,Butter Chicken,North Indian,Non-Veg,200,Yes
3542,412,Pav Bhaji,Street Food,Veg,220,Yes
3543,412,Appam Stew,Kerala,Veg,200,Yes
3544,412,Prawn Masala,Seafood,Non-Veg,220,Yes
3545,412,Chicken Burger,Fast Food,Non-Veg,220,Yes
3546,412,Veg Biryani,Biryani,Veg,500,No
3547,412,Chicken Manchurian,Chinese,Non-Veg,80,Yes
3548,412,Dal Makhani,North Indian,Veg,180,Yes
3549,412,Vada Pav,Street Food,Veg,200,No
3550,413,Litti Chokha,North Indian,Veg,350,Yes
3551,413,Dal Makhani,North Indian,Veg,250,Yes
3552,413,Rasmalai,Desserts,Veg,400,No
3553,413,Paratha,North Indian,Veg,220,Yes
3554,413,Chicken Tikka,Mughlai,Non-Veg,200,Yes
3555,414,Rasmalai,Desserts,Veg,300,Yes
3556,414,Fish Moilee,Kerala,Non-Veg,220,Yes
3557,414,Litti Chokha,North Indian,Veg,80,Yes
3558,414,Chicken Burger,Fast Food,Non-Veg,350,Yes
3559,414,Paneer Tikka,North Indian,Veg,450,Yes
3560,414,Vada Pav,Street Food,Veg,350,Yes
3561,414,Butter Chicken,North Indian,Non-Veg,100,Yes
3562,415,Chicken Biryani,Biryani,Non-Veg,100,Yes
3563,415,Chicken Pizza,Italian,Non-Veg,100,Yes
3564,415,Pani Puri,Street Food,Veg,80,Yes
3565,415,Gulab Jamun,Desserts,Veg,350,Yes
3566,415,Hakka Noodles,Chinese,Veg,350,Yes
3567,415,Chole Bhature,North Indian,Veg,280,Yes
3568,415,Prawn Masala,Seafood,Non-Veg,350,No
3569,415,Chicken Tikka,Mughlai,Non-Veg,500,Yes
3570,415,Paratha,North Indian,Veg,450,No
3571,415,Rasmalai,Desserts,Veg,250,Yes
3572,415,Fish Curry,Seafood,Non-Veg,150,Yes
3573,416,Paneer Tikka,North Indian,Veg,250,No
3574,416,Chicken Tikka,Mughlai,Non-Veg,350,Yes
3575,416,Veg Burger,Fast Food,Veg,350,No
3576,416,Thali,South Indian,Veg,500,Yes
3577,416,Fish Curry,Seafood,Non-Veg,200,No
3578,416,Veg Biryani,Biryani,Veg,100,Yes
3579,417,Chicken Biryani,Biryani,Non-Veg,220,Yes
3580,417,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,Yes
3581,417,Fish Curry,Seafood,Non-Veg,280,No
3582,417,Prawn Masala,Seafood,Non-Veg,500,Yes
3583,417,Masala Dosa,South Indian,Veg,100,No
3584,417,Appam Stew,Kerala,Veg,220,Yes
3585,417,Butter Chicken,North Indian,Non-Veg,350,Yes
3586,418,Masala Dosa,South Indian,Veg,100,No
3587,418,Chole Bhature,North Indian,Veg,300,Yes
3588,418,Chicken Pizza,Italian,Non-Veg,220,Yes
3589,418,Chicken Tikka,Mughlai,Non-Veg,200,Yes
3590,418,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,No
3591,419,Chicken Tikka,Mughlai,Non-Veg,350,Yes
3592,419,Butter Chicken,North Indian,Non-Veg,200,Yes
3593,419,Fish Moilee,Kerala,Non-Veg,450,Yes
3594,419,Dal Makhani,North Indian,Veg,350,No
3595,419,Masala Dosa,South Indian,Veg,450,No
3596,419,Litti Chokha,North Indian,Veg,100,Yes
3597,419,Gulab Jamun,Desserts,Veg,220,Yes
3598,419,Veg Burger,Fast Food,Veg,250,Yes
3599,419,Chicken Biryani,Biryani,Non-Veg,300,Yes
3600,419,Rajma Rice,North Indian,Veg,500,Yes
3601,419,Hyderabadi Biryani,Hyderabadi,Non-Veg,120,Yes
3602,420,Pani Puri,Street Food,Veg,350,Yes
3603,420,Rasmalai,Desserts,Veg,450,Yes
3604,420,Chicken Pizza,Italian,Non-Veg,450,No
3605,420,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,No
3606,420,Chicken Tikka,Mughlai,Non-Veg,280,Yes
3607,420,Appam Stew,Kerala,Veg,500,Yes
3608,420,Mutton Rogan Josh,Mughlai,Non-Veg,100,Yes
3609,421,Dal Makhani,North Indian,Veg,80,Yes
3610,421,Paneer Tikka,North Indian,Veg,280,No
3611,421,Chicken Pizza,Italian,Non-Veg,250,Yes
3612,421,Chicken Tikka,Mughlai,Non-Veg,500,Yes
3613,421,Butter Chicken,North Indian,Non-Veg,200,Yes
3614,421,Rasmalai,Desserts,Veg,300,Yes
3615,421,Paratha,North Indian,Veg,450,No
3616,421,Fish Curry,Seafood,Non-Veg,400,Yes
3617,422,Fish Curry,Seafood,Non-Veg,150,No
3618,422,Chicken Manchurian,Chinese,Non-Veg,120,Yes
3619,422,Rasmalai,Desserts,Veg,220,Yes
3620,422,Paneer Tikka,North Indian,Veg,400,No
3621,422,Idli Sambar,South Indian,Veg,220,Yes
3622,422,Pav Bhaji,Street Food,Veg,150,Yes
3623,422,Gulab Jamun,Desserts,Veg,150,Yes
3624,422,Veg Biryani,Biryani,Veg,280,Yes
3625,422,Masala Dosa,South Indian,Veg,100,Yes
3626,422,Butter Chicken,North Indian,Non-Veg,120,Yes
3627,422,Chicken Tikka,Mughlai,Non-Veg,200,No
3628,422,Margherita Pizza,Italian,Veg,250,Yes
3629,423,Pani Puri,Street Food,Veg,350,Yes
3630,423,Appam Stew,Kerala,Veg,180,No
3631,423,Gulab Jamun,Desserts,Veg,180,Yes
3632,423,Chole Bhature,North Indian,Veg,100,Yes
3633,423,Rasmalai,Desserts,Veg,250,Yes
3634,423,Pav Bhaji,Street Food,Veg,220,No
3635,423,Chicken Manchurian,Chinese,Non-Veg,80,Yes
3636,423,Litti Chokha,North Indian,Veg,400,No
3637,423,Vada Pav,Street Food,Veg,120,Yes
3638,423,Hyderabadi Biryani,Hyderabadi,Non-Veg,220,No
3639,423,Chicken Biryani,Biryani,Non-Veg,500,No
3640,423,Paratha,North Indian,Veg,100,Yes
3641,424,Pav Bhaji,Street Food,Veg,80,Yes
3642,424,Prawn Masala,Seafood,Non-Veg,280,Yes
3643,424,Mutton Rogan Josh,Mughlai,Non-Veg,200,No
3644,424,Rajma Rice,North Indian,Veg,150,Yes
3645,424,Idli Sambar,South Indian,Veg,400,Yes
3646,424,Chole Bhature,North Indian,Veg,300,Yes
3647,424,Hyderabadi Biryani,Hyderabadi,Non-Veg,350,Yes
3648,425,Fish Curry,Seafood,Non-Veg,250,Yes
3649,425,Hakka Noodles,Chinese,Veg,100,Yes
3650,425,Dal Makhani,North Indian,Veg,350,No
3651,425,Fish Moilee,Kerala,Non-Veg,150,No
3652,425,Idli Sambar,South Indian,Veg,200,Yes
3653,425,Veg Biryani,Biryani,Veg,280,Yes
3654,425,Paneer Tikka,North Indian,Veg,120,Yes
3655,426,Chicken Manchurian,Chinese,Non-Veg,250,Yes
3656,426,Masala Dosa,South Indian,Veg,280,Yes
3657,426,Butter Chicken,North Indian,Non-Veg,120,No
3658,426,Chicken Biryani,Biryani,Non-Veg,180,Yes
3659,426,Rasmalai,Desserts,Veg,220,Yes
3660,427,Rasmalai,Desserts,Veg,200,Yes
3661,427,Paratha,North Indian,Veg,100,Yes
3662,427,Chicken Pizza,Italian,Non-Veg,80,Yes
3663,427,Hyderabadi Biryani,Hyderabadi,Non-Veg,100,Yes
3664,427,Chole Bhature,North Indian,Veg,280,Yes
3665,427,Chicken Burger,Fast Food,Non-Veg,300,Yes
3666,427,Margherita Pizza,Italian,Veg,400,Yes
3667,427,Vada Pav,Street Food,Veg,400,Yes
3668,427,Chicken Biryani,Biryani,Non-Veg,120,No
3669,427,Idli Sambar,South Indian,Veg,120,Yes
3670,427,Pani Puri,Street Food,Veg,400,Yes
3671,427,Thali,South Indian,Veg,80,Yes
3672,428,Butter Chicken,North Indian,Non-Veg,80,Yes
3673,428,Hakka Noodles,Chinese,Veg,350,Yes
3674,428,Masala Dosa,South Indian,Veg,350,Yes
3675,428,Litti Chokha,North Indian,Veg,500,Yes
3676,428,Dal Makhani,North Indian,Veg,150,No
3677,428,Vada Pav,Street Food,Veg,200,Yes
3678,428,Paneer Tikka,North Indian,Veg,300,Yes
3679,428,Fish Moilee,Kerala,Non-Veg,220,Yes
3680,428,Chicken Burger,Fast Food,Non-Veg,500,Yes
3681,428,Fish Curry,Seafood,Non-Veg,500,Yes
3682,428,Appam Stew,Kerala,Veg,500,No
3683,429,Dal Makhani,North Indian,Veg,80,Yes
3684,429,Veg Biryani,Biryani,Veg,150,Yes
3685,429,Chicken Pizza,Italian,Non-Veg,180,Yes
3686,429,Fish Moilee,Kerala,Non-Veg,180,Yes
3687,429,Appam Stew,Kerala,Veg,100,Yes
3688,429,Litti Chokha,North Indian,Veg,220,Yes
3689,429,Rasmalai,Desserts,Veg,220,No
3690,429,Margherita Pizza,Italian,Veg,180,No
3691,429,Prawn Masala,Seafood,Non-Veg,80,Yes
3692,429,Chicken Manchurian,Chinese,Non-Veg,350,Yes
3693,429,Mutton Rogan Josh,Mughlai,Non-Veg,180,Yes
3694,430,Veg Biryani,Biryani,Veg,220,Yes
3695,430,Vada Pav,Street Food,Veg,120,No
3696,430,Rajma Rice,North Indian,Veg,500,Yes
3697,430,Chicken Burger,Fast Food,Non-Veg,280,Yes
3698,430,Chicken Manchurian,Chinese,Non-Veg,300,Yes
3699,431,Veg Biryani,Biryani,Veg,300,No
3700,431,Pani Puri,Street Food,Veg,100,Yes
3701,431,Pav Bhaji,Street Food,Veg,100,Yes
3702,431,Butter Chicken,North Indian,Non-Veg,500,Yes
3703,431,Vada Pav,Street Food,Veg,400,Yes
3704,431,Fish Moilee,Kerala,Non-Veg,200,Yes
3705,431,Chicken Burger,Fast Food,Non-Veg,400,Yes
3706,431,Rasmalai,Desserts,Veg,400,Yes
3707,431,Chicken Pizza,Italian,Non-Veg,120,Yes
3708,432,Fish Curry,Seafood,Non-Veg,200,Yes
3709,432,Fish Moilee,Kerala,Non-Veg,400,Yes
3710,432,Prawn Masala,Seafood,Non-Veg,400,Yes
3711,432,Chole Bhature,North Indian,Veg,250,No
3712,432,Hakka Noodles,Chinese,Veg,120,Yes
3713,432,Chicken Burger,Fast Food,Non-Veg,400,Yes
3714,432,Appam Stew,Kerala,Veg,300,Yes
3715,432,Hyderabadi Biryani,Hyderabadi,Non-Veg,80,Yes
3716,432,Mutton Rogan Josh,Mughlai,Non-Veg,100,Yes
3717,432,Dal Makhani,North Indian,Veg,200,Yes
3718,433,Vada Pav,Street Food,Veg,280,Yes
3719,433,Fish Curry,Seafood,Non-Veg,220,Yes
3720,433,Veg Burger,Fast Food,Veg,150,Yes
3721,433,Chicken Pizza,Italian,Non-Veg,250,Yes
3722,433,Idli Sambar,South Indian,Veg,280,Yes
3723,433,Hakka Noodles,Chinese,Veg,150,Yes
3724,433,Hyderabadi Biryani,Hyderabadi,Non-Veg,180,Yes
3725,433,Paratha,North Indian,Veg,450,Yes
3726,433,Prawn Masala,Seafood,Non-Veg,400,No
3727,433,Litti Chokha,North Indian,Veg,100,No
3728,434,Appam Stew,Kerala,Veg,120,Yes
3729,434,Thali,South Indian,Veg,200,Yes
3730,434,Litti Chokha,North Indian,Veg,400,Yes
3731,434,Fish Moilee,Kerala,Non-Veg,350,Yes
3732,434,Mutton Rogan Josh,Mughlai,Non-Veg,300,Yes
3733,434,Masala Dosa,South Indian,Veg,80,Yes
3734,435,Gulab Jamun,Desserts,Veg,350,Yes
3735,435,Chicken Pizza,Italian,Non-Veg,450,No
3736,435,Hakka Noodles,Chinese,Veg,300,Yes
3737,435,Vada Pav,Street Food,Veg,80,Yes
3738,435,Litti Chokha,North Indian,Veg,450,Yes
3739,435,Chicken Manchurian,Chinese,Non-Veg,250,No
3740,435,Rasmalai,Desserts,Veg,120,No
3741,435,Rajma Rice,North Indian,Veg,500,Yes
3742,435,Chicken Biryani,Biryani,Non-Veg,200,Yes
3743,435,Veg Biryani,Biryani,Veg,100,No
3744,436,Prawn Masala,Seafood,Non-Veg,280,No
3745,436,Gulab Jamun,Desserts,Veg,80,Yes
3746,436,Thali,South Indian,Veg,200,Yes
3747,436,Litti Chokha,North Indian,Veg,120,Yes
3748,436,Pav Bhaji,Street Food,Veg,450,Yes
3749,437,Margherita Pizza,Italian,Veg,280,Yes
3750,437,Paratha,North Indian,Veg,180,No
3751,437,Fish Curry,Seafood,Non-Veg,220,Yes
3752,437,Rasmalai,Desserts,Veg,120,Yes
3753,437,Hyderabadi Biryani,Hyderabadi,Non-Veg,80,No
3754,437,Pani Puri,Street Food,Veg,180,No
3755,437,Paneer Tikka,North Indian,Veg,100,Yes
3756,437,Butter Chicken,North Indian,Non-Veg,400,Yes
3757,438,Gulab Jamun,Desserts,Veg,150,No
3758,438,Thali,South Indian,Veg,400,Yes
3759,438,Litti Chokha,North Indian,Veg,500,Yes
3760,438,Rasmalai,Desserts,Veg,280,Yes
3761,438,Masala Dosa,South Indian,Veg,400,No
3762,438,Hakka Noodles,Chinese,Veg,280,Yes
3763,438,Veg Biryani,Biryani,Veg,280,Yes
3764,438,Chicken Burger,Fast Food,Non-Veg,450,Yes
3765,438,Vada Pav,Street Food,Veg,300,No
3766,438,Margherita Pizza,Italian,Veg,220,Yes
3767,438,Paneer Tikka,North Indian,Veg,80,Yes
3768,438,Dal Makhani,North Indian,Veg,350,Yes
3769,439,Dal Makhani,North Indian,Veg,350,Yes
3770,439,Chicken Manchurian,Chinese,Non-Veg,500,Yes
3771,439,Gulab Jamun,Desserts,Veg,180,Yes
3772,439,Mutton Rogan Josh,Mughlai,Non-Veg,500,Yes
3773,439,Rasmalai,Desserts,Veg,250,No
3774,439,Litti Chokha,North Indian,Veg,300,Yes
3775,439,Appam Stew,Kerala,Veg,400,No
3776,439,Chicken Burger,Fast Food,Non-Veg,120,No
3777,439,Fish Moilee,Kerala,Non-Veg,350,Yes
3778,439,Chicken Tikka,Mughlai,Non-Veg,180,Yes
3779,439,Vada Pav,Street Food,Veg,180,No
3780,439,Hakka Noodles,Chinese,Veg,500,Yes
3781,440,Paratha,North Indian,Veg,150,Yes
3782,440,Margherita Pizza,Italian,Veg,300,Yes
3783,440,Butter Chicken,North Indian,Non-Veg,300,Yes
3784,440,Appam Stew,Kerala,Veg,350,Yes
3785,440,Rajma Rice,North Indian,Veg,250,No
3786,440,Chicken Tikka,Mughlai,Non-Veg,200,Yes
3787,441,Fish Curry,Seafood,Non-Veg,280,Yes
3788,441,Hyderabadi Biryani,Hyderabadi,Non-Veg,500,Yes
3789,441,Dal Makhani,North Indian,Veg,180,Yes
3790,441,Veg Burger,Fast Food,Veg,250,Yes
3791,441,Chicken Manchurian,Chinese,Non-Veg,80,No
3792,441,Vada Pav,Street Food,Veg,350,Yes
3793,441,Chicken Pizza,Italian,Non-Veg,450,No
3794,441,Fish Moilee,Kerala,Non-Veg,250,No
3795,441,Prawn Masala,Seafood,Non-Veg,100,Yes
3796,441,Chicken Biryani,Biryani,Non-Veg,200,Yes
3797,441,Margherita Pizza,Italian,Veg,350,Yes
3798,441,Appam Stew,Kerala,Veg,250,Yes
3799,442,Gulab Jamun,Desserts,Veg,150,Yes
3800,442,Idli Sambar,South Indian,Veg,220,Yes
3801,442,Masala Dosa,South Indian,Veg,120,Yes
3802,442,Chole Bhature,North Indian,Veg,350,Yes
3803,442,Fish Moilee,Kerala,Non-Veg,400,Yes
3804,442,Paratha,North Indian,Veg,150,Yes
3805,442,Hyderabadi Biryani,Hyderabadi,Non-Veg,450,Yes
3806,442,Fish Curry,Seafood,Non-Veg,500,No
3807,442,Vada Pav,Street Food,Veg,200,Yes
3808,442,Mutton Rogan Josh,Mughlai,Non-Veg,120,No
3809,442,Butter Chicken,North Indian,Non-Veg,150,Yes
3810,443,Appam Stew,Kerala,Veg,120,Yes
3811,443,Veg Biryani,Biryani,Veg,150,Yes
3812,443,Mutton Rogan Josh,Mughlai,Non-Veg,250,No
3813,443,Rasmalai,Desserts,Veg,100,Yes
3814,443,Hakka Noodles,Chinese,Veg,220,Yes
3815,443,Masala Dosa,South Indian,Veg,80,Yes
3816,443,Chicken Tikka,Mughlai,Non-Veg,400,Yes
3817,443,Fish Moilee,Kerala,Non-Veg,200,Yes
3818,443,Paneer Tikka,North Indian,Veg,200,No
3819,443,Chole Bhature,North Indian,Veg,80,Yes
3820,444,Paneer Tikka,North Indian,Veg,100,Yes
3821,444,Chicken Pizza,Italian,Non-Veg,220,Yes
